009;NULL;1;0
009;NULL;2;100548
009;NULL;3;167580
009;NULL;4;201096
009;NULL;5;234612
009;NULL;6;268128
009;NULL;7;301644
009;NULL;8;335160
009;NULL;9;368676
009;NULL;10;402192
009;NULL;11;435708
009;NULL;12;469224
009;NULL;13;502740
009;NULL;14;536256
009;NULL;15;569772
009;NULL;16;603288
009;NULL;17;636804
009;NULL;18;670320
009;NULL;19;703836
009;NULL;20;737352
009;NULL;21;770868
009;NULL;22;804384
009;NULL;23;837900
009;NULL;24;871416
009;NULL;25;904932
009;NULL;26;938448
009;NULL;27;971964
009;NULL;28;1005480
009;NULL;29;1038996
009;NULL;30;1072512
009;NULL;31;1106028
009;NULL;32;1139544
009;NULL;33;1173060
009;NULL;34;1206576
009;NULL;35;1240092
009;NULL;36;1273608
009;NULL;37;1307124
009;NULL;38;1340640
009;NULL;39;1374156
009;NULL;40;1407672
009;NULL;41;1441188
009;NULL;42;1474704
009;NULL;43;1508220
009;NULL;44;1541736
009;NULL;45;1575252
009;NULL;46;1608768
009;NULL;47;1642284
009;NULL;48;1709316
009;NULL;49;1742832
009;NULL;50;1776348
009;NULL;51;1809864
009;NULL;52;1843380
009;NULL;53;1876896
009;NULL;54;1910412
009;NULL;55;1943928
009;NULL;56;1977444
009;NULL;57;2010960
009;NULL;58;2044476
009;NULL;59;2077992
009;NULL;60;2111508
009;NULL;61;2145024
009;NULL;62;2178540
009;NULL;63;2212056
009;NULL;64;2245572
009;NULL;65;2279088
009;NULL;66;2312604
009;NULL;67;2346120
009;NULL;68;2379636
009;NULL;69;2413152
009;NULL;70;2446668
009;NULL;71;2480184
009;NULL;72;2513700
009;NULL;73;2547216
009;NULL;74;2580732
009;NULL;75;2614248
009;NULL;76;2647764
009;NULL;77;2681280
009;NULL;78;2714796
009;NULL;79;2748312
009;NULL;80;2781828
009;NULL;81;2815344
009;NULL;82;2848860
009;NULL;83;2882376
009;001;84;2915892
009;001;85;2949408
009;001;86;2982924
009;001;87;3016440
009;001;88;3049956
009;001;89;3083472
009;001;90;3116988
009;001;91;3150504
009;001;92;3184020
009;001;93;3217536
009;001;94;3251052
009;001;95;3284568
009;001;96;3318084
009;001;97;3351600
009;001;98;3385116
009;001;99;3418632
009;001;100;3452148
009;001;101;3485664
009;001;102;3519180
009;001;103;3552696
009;001;104;3586212
009;001;105;3619728
009;001;106;3653244
009;001;107;3686760
009;001;108;3720276
009;001;109;3753792
009;001;110;3787308
009;001;111;3820824
009;001;112;3854340
009;001;113;3887856
009;001;114;3921372
009;001;115;3954888
009;001;116;3988404
009;001;117;4021920
009;001;118;4055436
009;001;119;4088952
009;001;120;4122468
009;001;121;4155984
009;001;122;4189500
009;001;123;4223016
009;001;124;4256532
009;001;125;4290048
009;001;126;4323564
009;001;127;4357080
009;001;128;4390596
009;001;129;4424112
009;001;130;4457628
009;001;131;4491144
009;NULL;132;4524660
009;NULL;133;4558176
009;NULL;134;4591692
009;NULL;135;4625208
009;NULL;136;4658724
009;NULL;137;4692240
009;NULL;138;4725756
009;NULL;139;4759272
009;NULL;140;4792788
009;NULL;141;4826304
009;NULL;142;4859820
009;NULL;143;4893336
009;NULL;144;4926852
009;NULL;145;4960368
009;NULL;146;4993884
009;NULL;147;5027400
009;NULL;148;5060916
009;NULL;149;5094432
009;NULL;150;5127948
009;NULL;151;5161464
009;NULL;152;5194980
009;NULL;153;5228496
009;NULL;154;5262012
009;NULL;155;5295528
009;NULL;156;5329044
009;NULL;157;5362560
009;NULL;158;5396076
009;NULL;159;5429592
009;NULL;160;5463108
009;NULL;161;5496624
009;NULL;162;5530140
009;NULL;163;5563656
009;NULL;164;5597172
009;NULL;165;5630688
009;NULL;166;5664204
009;NULL;167;5697720
009;NULL;168;5731236
009;NULL;169;5764752
009;NULL;170;5798268
009;NULL;171;5831784
009;NULL;172;5865300
009;NULL;173;5898816
009;NULL;174;5932332
009;NULL;175;5965848
009;NULL;176;5999364
009;NULL;177;6032880
009;NULL;178;6066396
009;NULL;179;6099912
009;NULL;180;6133428
009;NULL;181;6166944
009;NULL;182;6200460
009;NULL;183;6233976
009;NULL;184;6267492
009;NULL;185;6301008
009;NULL;186;6334524
009;002;187;6368040
009;002;188;6401556
009;002;189;6435072
009;002;190;6468588
009;002;191;6502104
009;002;192;6535620
009;002;193;6569136
009;002;194;6602652
009;002;195;6636168
009;002;196;6669684
009;002;197;6703200
009;002;198;6736716
009;002;199;6770232
009;002;200;6803748
009;002;201;6837264
009;002;202;6870780
009;002;203;6904296
